station_origin,Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All Saints,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal,All
Clapham South,,,9.0,43.0,42.0,,,1.0,,37.0,10.0,3.0,2.0,63.0,225.0,299.0,48.0,17.0,,16.0,5.0,,,2.0,11.0,22.0,24.0,58.0,9.0,,98.0,32.0,4.0,3.0,,7.0,2.0,,69.0,,8.0,,,,,2.0,,,10.0,,,,29.0,83.0,147.0,43.0,33.0,,,,,,8.0,69.0,48.0,,,,,7.0,,129.0,,,57.0,,,,6.0,17.0,30.0,,,,,,,,2.0,3.0,,,,,,,4.0,14.0,4.0,34.0,7.0,5.0,7.0,,,,3.0,32.0,,61.0,,,67.0,,,,70.0,,,101.0,6.0,15.0,,24.0,,,21.0,,2.0,,31.0,8.0,,37.0,,,,,136.0,4.0,,16.0,,,,,1.0,59.0,9.0,,5.0,7.0,,,4.0,7.0,,3.0,,,2.0,5.0,7.0,,3.0,29.0,,73.0,4.0,,98.0,12.0,9.0,,,1.0,2.0,,,,19.0,,,,,19.0,3.0,,13.0,16.0,,,4.0,9.0,,5.0,,113.0,3.0,40.0,10.0,15.0,12.0,,6.0,54.0,,6.0,,7.0,,,222.0,161.0,,,2.0,6.0,6.0,,47.0,35.0,,23.0,18.0,3.0,,111.0,16.0,17.0,,3.0,,,2.0,11.0,,23.0,1.0,,4.0,2.0,5.0,,1.0,,26.0,,72.0,2.0,44.0,177.0,67.0,6.0,14.0,,,,74.0,63.0,1.0,5.0,,,2.0,,,12.0,9.0,,2.0,12.0,10.0,1.0,,1.0,22.0,14.0,,,,,,5.0,,,,,29.0,,26.0,,,37.0,,,,55.0,2.0,,3.0,,,77.0,,,,,20.0,3.0,,,3.0,69.0,,85.0,19.0,69.0,5.0,,3.0,,11.0,46.0,,3.0,115.0,,,,,,13.0,,44.0,,,50.0,88.0,91.0,10.0,1.0,,48.0,4.0,,7.0,4.0,,,2.0,,7.0,6.0,172.0,193.0,15.0,,,,,,75.0,7.0,142.0,,,,5.0,14.0,2.0,29.0,,1.0,19.0,21.0,,,9.0,,,7.0,,91.0,22.0,,71.0,4.0,14.0,,,7.0,,,,,3.0,,6633.0
Clapton,,3.0,,,,,,,,,,,,,,,,29.0,,,,,,,,,80.0,,,,,,,,,,,,,,,4.0,,,,,,,,12.0,17.0,19.0,,89.0,,,,,,,,,,,,,,,3.0,,,,,16.0,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,12.0,,,,,,,,64.0,11.0,,,,,14.0,,,,,,,,,,,,,,,,,6.0,105.0,,,,,,14.0,,,,,,,,,,,,,,6.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,359.0,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,104.0,,,32.0,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,243.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,3.0,,,,,,,,22.0,,,,,,,,,,,,,15.0,,,,,10.0,,3.0,,,1499.0
Cockfosters,,,2.0,7.0,7.0,,,,,8.0,2.0,5.0,1.0,13.0,3.0,42.0,9.0,5.0,,3.0,,,,,3.0,,4.0,,4.0,,16.0,3.0,,4.0,,1.0,,,4.0,,,,,,,,,,3.0,,,,7.0,13.0,27.0,10.0,,,,,,,2.0,13.0,7.0,,,,,,,,,,1.0,,,,2.0,,5.0,,,,,,,,,,,,,,,,,3.0,,5.0,,,,,2.0,,,7.0,,6.0,,,9.0,,,,15.0,9.0,,20.0,,3.0,,11.0,,,3.0,,,,4.0,,,7.0,,,,7.0,19.0,,,3.0,,,,,,10.0,2.0,,1.0,,,,1.0,2.0,,,,0.0,1.0,1.0,2.0,,,5.0,,25.0,,,18.0,2.0,3.0,,,,1.0,1.0,,,3.0,,,,,1.0,,,,4.0,,,1.0,,,,,27.0,,6.0,2.0,2.0,2.0,,,8.0,,,,,,,35.0,19.0,,,,,3.0,,,6.0,,5.0,4.0,,,18.0,1.0,,,,,,,,,4.0,,,1.0,,,,,,5.0,13.0,13.0,0.0,3.0,29.0,14.0,,2.0,,,,11.0,5.0,,,,,,,,2.0,,,,2.0,2.0,,,,4.0,3.0,,,,,,1.0,,,,,6.0,,11.0,,,7.0,,,,7.0,,,1.0,,,11.0,,,,,,,,1.0,9.0,8.0,,10.0,4.0,11.0,,,,,2.0,2.0,,,30.0,,,,,,3.0,,,,,1.0,3.0,15.0,4.0,,,7.0,,,1.0,3.0,,,,,2.0,2.0,11.0,21.0,5.0,,,,,,15.0,2.0,16.0,,,,,4.0,,5.0,,,5.0,5.0,,,1.0,,,,,12.0,4.0,,13.0,1.0,3.0,4.0,,7.0,2.0,,,,,,1002.0
Colindale,,,8.0,35.0,35.0,,,,,44.0,17.0,4.0,3.0,64.0,14.0,209.0,44.0,18.0,1.0,13.0,,,,2.0,28.0,15.0,21.0,46.0,12.0,,90.0,17.0,4.0,4.0,,7.0,22.0,,20.0,,8.0,,,,1.0,76.0,,,13.0,,,,49.0,59.0,124.0,40.0,24.0,,,,,,16.0,67.0,37.0,,,,,7.0,,10.0,,,7.0,7.0,,1.0,,4.0,26.0,,,,,,,,2.0,4.0,,,3.0,,,,,15.0,,27.0,7.0,9.0,8.0,,8.0,,38.0,33.0,,29.0,1.0,,48.0,,,2.0,91.0,,1.0,101.0,10.0,,,31.0,,,18.0,,3.0,,24.0,43.0,3.0,40.0,,,,38.0,105.0,4.0,,16.0,,,,,1.0,52.0,30.0,,6.0,,,,,,,4.0,,2.0,3.0,6.0,101.0,,4.0,24.0,,95.0,7.0,,93.0,12.0,12.0,,,2.0,3.0,3.0,2.0,,16.0,,,,,8.0,4.0,,,27.0,,,4.0,,,,,143.0,,33.0,11.0,9.0,12.0,,6.0,46.0,,6.0,,7.0,,,176.0,94.0,,,2.0,6.0,8.0,,34.0,33.0,,23.0,16.0,4.0,,90.0,5.0,26.0,,,,,2.0,12.0,,20.0,,,4.0,3.0,,,,,25.0,2.0,66.0,2.0,13.0,166.0,71.0,6.0,12.0,,,,62.0,26.0,,5.0,,,,,,11.0,12.0,,,12.0,9.0,,,1.0,21.0,15.0,,,,,,6.0,,,1.0,,32.0,,35.0,,,36.0,3.0,,,36.0,2.0,,3.0,,,57.0,,,,,5.0,3.0,,6.0,4.0,44.0,,54.0,,56.0,4.0,,,,10.0,9.0,,,115.0,,,,,,,,33.0,,,6.0,15.0,87.0,14.0,2.0,,35.0,6.0,,7.0,6.0,3.0,,2.0,,7.0,,57.0,114.0,17.0,,,2.0,,,89.0,8.0,87.0,,,,,,,24.0,,,19.0,,,,8.0,,,8.0,,63.0,23.0,,60.0,,,17.0,,10.0,8.0,,3.0,,4.0,,5389.0
Colliers Wood,,,8.0,35.0,35.0,,,,,32.0,9.0,3.0,2.0,53.0,92.0,231.0,39.0,17.0,1.0,14.0,,,,2.0,10.0,18.0,21.0,46.0,9.0,,78.0,23.0,,3.0,,6.0,2.0,,40.0,,8.0,,,,,2.0,,,9.0,,,,25.0,69.0,131.0,41.0,26.0,,2.0,,,,7.0,57.0,37.0,,,,,7.0,,32.0,,,19.0,33.0,,1.0,6.0,,24.0,,,,,,,,2.0,3.0,,,2.0,,,,4.0,13.0,4.0,29.0,6.0,5.0,7.0,,,,3.0,27.0,,41.0,1.0,,50.0,,,,59.0,,,84.0,6.0,14.0,,22.0,,,18.0,,2.0,,25.0,7.0,,30.0,,,,,104.0,4.0,,16.0,,,,,1.0,53.0,9.0,,5.0,6.0,,,4.0,7.0,,,,2.0,2.0,5.0,6.0,,3.0,24.0,,66.0,4.0,,79.0,10.0,8.0,,,1.0,,3.0,2.0,,15.0,,,,,12.0,3.0,,,15.0,,,,8.0,,4.0,,96.0,3.0,32.0,9.0,11.0,10.0,,5.0,42.0,,6.0,,7.0,,,178.0,119.0,,,2.0,5.0,6.0,,37.0,29.0,,20.0,16.0,3.0,,89.0,56.0,15.0,,3.0,,,2.0,11.0,,21.0,,,4.0,2.0,5.0,,,,23.0,,59.0,,25.0,141.0,60.0,6.0,,,,2.0,58.0,40.0,,5.0,,,2.0,,,,9.0,,2.0,10.0,9.0,2.0,,1.0,18.0,14.0,,,,,,,,,,,24.0,,26.0,,,33.0,,,,42.0,,,3.0,,1.0,62.0,,,,,136.0,3.0,,,3.0,51.0,,63.0,17.0,55.0,4.0,,3.0,,10.0,21.0,,3.0,108.0,,,,,,11.0,,34.0,,,56.0,286.0,73.0,10.0,1.0,,38.0,3.0,,7.0,4.0,,,2.0,,6.0,7.0,100.0,137.0,15.0,,,,,,62.0,6.0,102.0,,,,5.0,15.0,,25.0,,,18.0,20.0,,,8.0,,,7.0,,69.0,21.0,,60.0,4.0,14.0,,,7.0,,,3.0,,3.0,,5547.0
Covent Garden,,,0.0,2.0,2.0,,0.0,0.0,,3.0,0.0,0.0,0.0,4.0,0.0,16.0,2.0,0.0,0.0,1.0,0.0,,,0.0,1.0,1.0,1.0,4.0,0.0,,8.0,1.0,0.0,0.0,,0.0,0.0,,1.0,,0.0,,,,0.0,0.0,,,1.0,,,,2.0,2.0,4.0,1.0,2.0,,0.0,,,0.0,0.0,12.0,10.0,0.0,,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,,,,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,,2.0,0.0,,9.0,,,0.0,6.0,3.0,0.0,5.0,0.0,1.0,,1.0,,,1.0,,0.0,,1.0,0.0,0.0,5.0,,,0.0,2.0,15.0,0.0,,0.0,,,,,0.0,2.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,,4.0,0.0,0.0,32.0,0.0,1.0,,,,0.0,0.0,0.0,,2.0,0.0,,,,1.0,0.0,,,1.0,,0.0,0.0,0.0,,0.0,,12.0,0.0,3.0,0.0,1.0,1.0,,0.0,28.0,,0.0,,0.0,,,10.0,6.0,,,0.0,0.0,0.0,,2.0,2.0,,1.0,1.0,0.0,0.0,5.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,3.0,0.0,1.0,19.0,3.0,0.0,0.0,,,0.0,19.0,2.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,5.0,,1.0,,,1.0,0.0,,,2.0,0.0,,0.0,,0.0,3.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,4.0,,5.0,1.0,6.0,0.0,,0.0,,0.0,0.0,,0.0,3.0,,,0.0,0.0,,1.0,,4.0,,0.0,0.0,0.0,19.0,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,9.0,0.0,,,0.0,,,7.0,0.0,10.0,0.0,,,0.0,0.0,0.0,1.0,,0.0,1.0,1.0,0.0,,0.0,0.0,,0.0,,8.0,1.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,405.0
Crossharbour,2.0,,,,,7.0,,,,,,,,,,153.0,,,,,,2.0,,,,,,,,10.0,,,,,7.0,,,,,,,,,,,,,,,,,,,,578.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,34.0,4.0,,,,,,,11.0,6.0,,,,,,,,16.0,,,,,,,,3.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,129.0,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,3.0,,,,,,,19.0,,,17.0,,,,,26.0,,,8.0,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,22.0,,5.0,3.0,,,,,,,,,,,,,,,,4.0,,6.0,,,,,,,38.0,,,,,,,,,,,,,,230.0,,,,,,,,,,,,,,,,7.0,,,,,116.0,,6.0,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,10.0,,,6.0,,19.0,,,,,,,,,,,,,,,10.0,1725.0
Crouch Hill,,2.0,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,15.0,,,,,,,,,,,,,4.0,4.0,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,20.0,,,,,,7.0,6.0,2.0,,,,,,20.0,,4.0,,16.0,2.0,,,,,,,,,,,,2.0,55.0,,,,,,,,,,,,,,,,3.0,,,,5.0,4.0,,10.0,,2.0,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,14.0,,,,,,2.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,,2.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,6.0,,,1.0,,,,,,,,3.0,,,8.0,,,,23.0,,,,,,,,,,,,,10.0,,,,,2.0,,1.0,,,389.0
Croxley,,,4.0,7.0,,,2.0,1.0,,8.0,3.0,,,15.0,,43.0,8.0,5.0,,4.0,,,,,,,,10.0,,,18.0,,2.0,,,,,,5.0,,,,,,,,,,2.0,,,,6.0,14.0,29.0,10.0,,,1.0,,,2.0,2.0,13.0,7.0,1.0,,,,,4.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,8.0,,6.0,,,10.0,,,,,9.0,,19.0,,5.0,,7.0,,,4.0,,,,,,,,,,,8.0,21.0,,,6.0,,,,,,15.0,,,,3.0,,,,10.0,,,,,,,,,,6.0,,20.0,,,18.0,3.0,,,,,,,,,3.0,,,,,2.0,,,,,,,,4.0,,,,25.0,3.0,7.0,3.0,2.0,,,2.0,9.0,,,,,,,35.0,20.0,,,,,,,7.0,,,5.0,4.0,,12.0,18.0,,,,2.0,,,,,,5.0,1.0,,,,6.0,11.0,5.0,,6.0,,13.0,,,32.0,17.0,3.0,3.0,,,,12.0,6.0,2.0,,,,2.0,,,,3.0,,1.0,,,2.0,,,,,8.0,,,,,,,1.0,,,6.0,,8.0,,,,,,,8.0,,,,,,12.0,,,,,,,,,,9.0,,11.0,6.0,11.0,,,,,2.0,,,,29.0,,,,,,4.0,,7.0,,,,4.0,16.0,3.0,,,,,,,,,,,,,7.0,13.0,23.0,5.0,,,,,,15.0,,18.0,27.0,,,2.0,12.0,,6.0,,,5.0,8.0,,,,,,,,13.0,6.0,,13.0,2.0,5.0,5.0,,2.0,2.0,,,,,,1039.0
Crystal Palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,10.0,,,,,,,,25.0,,42.0,,345.0,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,32.0,,21.0,24.0,,,,29.0,,,,,,,,,,,,,,,,,,209.0,,,,,,27.0,34.0,,,,,40.0,,,,,,,,16.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,135.0,,,,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,71.0,,,,,,,,,,,,,,238.0,,36.0,,,,,,,,,,1933.0
Custom House,,,,,,3.0,,,,,,,,,,76.0,,,,,,3.0,2.0,,,,,,,6.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,128.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,8.0,,,,,,,2.0,3.0,,,,,,,,13.0,,,,,,,,1.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0,,,,,,,8.0,,,4.0,,,,,10.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,8.0,,43.0,2.0,,,,,,,,,,,,,,,,14.0,,37.0,,,,,,,17.0,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,11.0,,,,,110.0,5.0,5.0,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,3.0,,,,,6.0,,,,,,,,,,,,,,,9.0,785.0
Cutty Sark,4.0,,,,,9.0,,,,,,,,,,243.0,,,,,,3.0,1.0,,,,,,,12.0,,,,,11.0,,,,,,,,,,,,,,,,,,,,528.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,8.0,,6.0,,,,,,,51.0,9.0,,,,,,,,21.0,,,,,,,,12.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,155.0,,,,,,,,,,,,,,,,,,,,,,,102.0,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,6.0,,,,,,,25.0,,,58.0,,,,,34.0,,,13.0,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,24.0,,7.0,5.0,,,,,,,,,,,,,,,,6.0,,8.0,,,,,,,55.0,,,,,,,,,,,,,,107.0,,,,,,,,,,,,,,,,11.0,,,,,185.0,7.0,10.0,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,10.0,,,9.0,,21.0,,,,,,,,,,,,,,,17.0,2122.0
Cyprus,2.0,,,,,2.0,,,,,,,,,,63.0,,,,,,8.0,7.0,,,,,,,3.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,85.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,9.0,4.0,,,,,,,,2.0,2.0,,,,,,,,7.0,,,,,,,,1.0,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,6.0,,,4.0,,,,,7.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,,10.0,2.0,,,,,,,,,,,,,,,,17.0,,7.0,,,,,,,13.0,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,5.0,,,,,76.0,3.0,4.0,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,4.0,,4.0,,,,,,,,,,,,,,,7.0,498.0
Dagenham East,,,3.0,,15.0,,1.0,,,13.0,,1.0,1.0,18.0,5.0,82.0,15.0,44.0,,4.0,,,,13.0,4.0,7.0,11.0,17.0,,,24.0,7.0,,,,5.0,,,7.0,,6.0,,,,1.0,1.0,,,4.0,,,,9.0,30.0,78.0,34.0,9.0,,,,,,3.0,21.0,11.0,,,,,,,4.0,,,,3.0,,,3.0,,8.0,,,,,,,,,55.0,,,2.0,,,,2.0,5.0,,8.0,2.0,2.0,12.0,,3.0,,,9.0,,11.0,10.0,,15.0,,,1.0,21.0,12.0,,33.0,,5.0,,11.0,,,6.0,,2.0,,7.0,3.0,,10.0,,,,10.0,29.0,2.0,,5.0,,,,,,17.0,3.0,,2.0,,,,,3.0,,1.0,,1.0,,2.0,3.0,,1.0,7.0,,,,,27.0,3.0,3.0,,,9.0,1.0,1.0,1.0,,4.0,,,,,3.0,,,,5.0,,,,3.0,,,,37.0,1.0,10.0,3.0,,3.0,,,13.0,,5.0,,5.0,,,70.0,37.0,,,2.0,2.0,,,13.0,9.0,,7.0,11.0,,,34.0,2.0,5.0,,1.0,,,,4.0,,15.0,,,1.0,1.0,2.0,,,,7.0,1.0,23.0,,5.0,43.0,21.0,2.0,4.0,,,,18.0,8.0,,5.0,,,,,,3.0,3.0,,1.0,3.0,3.0,,,,6.0,5.0,,,,,,2.0,,,,,9.0,,,,,11.0,,,,11.0,2.0,,,,,17.0,,,,,2.0,2.0,,,,16.0,,17.0,6.0,20.0,1.0,,1.0,,6.0,3.0,,1.0,92.0,,,,,,4.0,,11.0,,,2.0,6.0,23.0,8.0,,,15.0,,,,,10.0,8.0,7.0,,9.0,3.0,18.0,34.0,11.0,,,,,,21.0,,28.0,1.0,,,2.0,6.0,,7.0,,,18.0,,,,2.0,,,2.0,,20.0,7.0,,30.0,2.0,5.0,6.0,,4.0,3.0,,2.0,,,,1923.0
