station_origin,Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All Saints,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal,All
Upper Holloway,,2.0,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,10.0,,,,,,,,,,,,,4.0,4.0,,,,,,,,,21.0,,,,,,,,,,,,,,,0.0,,1.0,,,,,5.0,,,,,,,,,13.0,,,,,,,,,6.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,28.0,,,,,,6.0,6.0,,3.0,,,,,23.0,,4.0,,7.0,2.0,,,,,,,,,,,,1.0,53.0,,,,,,4.0,,,,,,,,,,3.0,,,,5.0,4.0,,11.0,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,12.0,,,2.0,,,2.0,,,,,,,,4.0,,,1.0,,,,,,,,,,,,,,,2.0,44.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,,1.0,,,,,,,,3.0,,,7.0,,,,23.0,,,,,,,,,,2.0,,,9.0,,,,,1.0,,1.0,,,373.0
Upton Park,,,6.0,,52.0,,2.0,1.0,,36.0,9.0,3.0,2.0,45.0,12.0,249.0,46.0,108.0,2.0,9.0,,,,7.0,9.0,20.0,40.0,48.0,,,60.0,19.0,3.0,4.0,,23.0,2.0,,17.0,,38.0,,,,2.0,2.0,,,9.0,,,,23.0,93.0,295.0,187.0,28.0,,2.0,,,,7.0,59.0,29.0,,,1.0,,5.0,,9.0,,,6.0,6.0,,1.0,6.0,3.0,20.0,,,,,,,,6.0,11.0,,,4.0,,,,3.0,10.0,3.0,19.0,5.0,5.0,128.0,,6.0,1.0,2.0,23.0,,29.0,3.0,,40.0,,,2.0,55.0,31.0,1.0,96.0,6.0,11.0,,27.0,,,12.0,,5.0,,17.0,7.0,2.0,26.0,,,1.0,26.0,73.0,3.0,,11.0,,,,,2.0,37.0,8.0,,4.0,5.0,,,3.0,6.0,,2.0,,2.0,2.0,4.0,6.0,,3.0,16.0,,90.0,4.0,,75.0,8.0,9.0,,,3.0,2.0,2.0,1.0,,11.0,,,,,7.0,2.0,,8.0,13.0,,,3.0,7.0,,4.0,,100.0,3.0,23.0,8.0,8.0,8.0,,4.0,34.0,,19.0,,18.0,,,223.0,109.0,,,4.0,4.0,7.0,,40.0,22.0,,16.0,48.0,2.0,,105.0,4.0,13.0,,3.0,,,4.0,8.0,,63.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,,17.0,2.0,69.0,2.0,12.0,111.0,50.0,,9.0,,,2.0,46.0,20.0,1.0,75.0,,,2.0,,,8.0,8.0,,1.0,8.0,6.0,1.0,,2.0,14.0,10.0,,,,,,4.0,,,,,23.0,,35.0,,,25.0,2.0,,,27.0,5.0,,2.0,,1.0,40.0,1.0,,1.0,,4.0,7.0,,4.0,3.0,43.0,,45.0,14.0,59.0,3.0,,2.0,,23.0,8.0,,3.0,507.0,,,1.0,,,10.0,,31.0,,1.0,5.0,12.0,62.0,14.0,1.0,,49.0,3.0,,5.0,5.0,6.0,4.0,10.0,,,6.0,43.0,85.0,20.0,,,5.0,,,54.0,5.0,77.0,,,,4.0,12.0,2.0,17.0,,,153.0,17.0,1.0,,5.0,,,6.0,,52.0,16.0,,110.0,3.0,11.0,12.0,2.0,8.0,6.0,,5.0,,3.0,,5964.0
Uxbridge,,,10.0,16.0,16.0,,6.0,1.0,,18.0,6.0,2.0,1.0,33.0,8.0,94.0,19.0,11.0,1.0,10.0,2.0,,,1.0,,7.0,10.0,21.0,7.0,,39.0,8.0,4.0,2.0,,3.0,,,10.0,,4.0,,,,,,,,5.0,,,,14.0,30.0,64.0,22.0,11.0,,3.0,,,2.0,4.0,29.0,16.0,1.0,,,,7.0,3.0,5.0,,,4.0,4.0,,1.0,,2.0,11.0,,,2.0,,,,,1.0,2.0,,,2.0,,,,5.0,18.0,5.0,17.0,6.0,3.0,4.0,,6.0,8.0,,17.0,,14.0,1.0,,21.0,,,,31.0,19.0,1.0,42.0,4.0,12.0,,15.0,,,11.0,,2.0,,14.0,,2.0,,,,,17.0,46.0,4.0,,15.0,,,,,1.0,41.0,,,,6.0,,,4.0,23.0,,4.0,,,,,,,2.0,14.0,,43.0,3.0,24.0,39.0,6.0,5.0,,,,3.0,3.0,2.0,,7.0,14.0,,,,4.0,2.0,,,8.0,,,4.0,9.0,,3.0,,55.0,6.0,16.0,7.0,4.0,6.0,,4.0,19.0,,4.0,,4.0,,,77.0,44.0,,,2.0,3.0,4.0,,16.0,15.0,,12.0,8.0,,3.0,39.0,3.0,,,5.0,,,1.0,11.0,3.0,11.0,2.0,,4.0,2.0,13.0,6.0,4.0,,14.0,1.0,28.0,2.0,6.0,70.0,38.0,9.0,8.0,,,2.0,27.0,13.0,3.0,3.0,,,4.0,,,7.0,7.0,,3.0,6.0,7.0,7.0,,1.0,10.0,14.0,4.0,,,,,3.0,,8.0,,10.0,13.0,,18.0,,,22.0,2.0,,,18.0,1.0,,4.0,,5.0,31.0,,,,,,2.0,,4.0,2.0,20.0,,25.0,13.0,25.0,4.0,,5.0,,5.0,5.0,,3.0,63.0,,,4.0,3.0,,10.0,,15.0,,,3.0,8.0,36.0,7.0,1.0,,16.0,2.0,,7.0,3.0,2.0,,1.0,,4.0,,28.0,52.0,11.0,,,1.0,,,33.0,4.0,39.0,4.0,,,4.0,27.0,,15.0,,0.0,10.0,19.0,2.0,,5.0,,,5.0,,29.0,16.0,,28.0,5.0,12.0,12.0,2.0,5.0,6.0,,2.0,,2.0,,2767.0
Vauxhall,,,19.0,80.0,79.0,,6.0,1.0,,83.0,23.0,6.0,5.0,178.0,70.0,582.0,90.0,28.0,2.0,41.0,12.0,,,3.0,26.0,42.0,44.0,148.0,18.0,,318.0,64.0,7.0,6.0,,13.0,5.0,,162.0,,15.0,,,,2.0,5.0,,,24.0,,,,75.0,154.0,265.0,76.0,67.0,,3.0,,,2.0,20.0,184.0,135.0,1.0,,1.0,,16.0,3.0,79.0,,,70.0,44.0,,2.0,13.0,14.0,88.0,,,2.0,,,,,3.0,6.0,,,4.0,,,,8.0,28.0,9.0,95.0,15.0,11.0,13.0,,21.0,2.0,5.0,83.0,,129.0,2.0,,195.0,,,2.0,197.0,89.0,1.0,188.0,13.0,36.0,,53.0,,,53.0,,4.0,,93.0,16.0,7.0,100.0,,,1.0,86.0,519.0,7.0,,36.0,,,,,2.0,147.0,21.0,,11.0,14.0,,,7.0,14.0,,6.0,,4.0,4.0,9.0,14.0,,6.0,80.0,,169.0,10.0,2.0,271.0,30.0,21.0,,,2.0,5.0,6.0,3.0,,66.0,2.0,,,,43.0,6.0,,,40.0,,5.0,8.0,19.0,,11.0,,290.0,7.0,128.0,22.0,35.0,34.0,,13.0,164.0,,11.0,,12.0,,,424.0,321.0,,,3.0,13.0,13.0,,103.0,107.0,,62.0,32.0,5.0,3.0,212.0,15.0,45.0,,7.0,,,3.0,24.0,4.0,41.0,2.0,3.0,8.0,4.0,10.0,4.0,3.0,,70.0,3.0,136.0,4.0,106.0,584.0,171.0,11.0,35.0,,,4.0,250.0,700.0,2.0,9.0,,,4.0,,,29.0,21.0,,3.0,30.0,23.0,3.0,,2.0,65.0,29.0,3.0,1.0,,,,13.0,,2.0,1.0,2.0,78.0,,54.0,,,90.0,7.0,,,213.0,4.0,,6.0,,3.0,251.0,2.0,,2.0,,17.0,5.0,,14.0,6.0,166.0,,351.0,47.0,139.0,11.0,,5.0,,21.0,144.0,,7.0,204.0,,,2.0,2.0,,30.0,,119.0,,1.0,25.0,57.0,261.0,21.0,2.0,,91.0,9.0,,17.0,9.0,4.0,3.0,3.0,,12.0,12.0,,970.0,26.0,,,3.0,,,222.0,17.0,361.0,3.0,,,10.0,30.0,5.0,79.0,,1.0,34.0,50.0,1.0,,24.0,1.0,,17.0,,328.0,53.0,,130.0,9.0,31.0,36.0,,15.0,18.0,,4.0,,6.0,,16223.0
Victoria,,,34.0,161.0,157.0,,10.0,2.0,,172.0,44.0,10.0,10.0,420.0,73.0,1257.0,180.0,47.0,3.0,86.0,24.0,,,5.0,52.0,83.0,83.0,362.0,30.0,,948.0,116.0,13.0,11.0,,23.0,9.0,,135.0,,26.0,,,,3.0,8.0,,,47.0,,,,162.0,295.0,476.0,133.0,150.0,,6.0,,,3.0,41.0,437.0,396.0,1.0,,2.0,,29.0,4.0,67.0,,,52.0,43.0,,3.0,22.0,16.0,243.0,,,3.0,,,,,6.0,9.0,,,6.0,,,,15.0,49.0,16.0,224.0,28.0,20.0,21.0,,40.0,4.0,9.0,181.0,,234.0,3.0,,619.0,,,3.0,469.0,189.0,2.0,371.0,23.0,69.0,,98.0,,,113.0,,6.0,,244.0,30.0,13.0,246.0,,,1.0,191.0,2311.0,13.0,,66.0,,,,,3.0,298.0,41.0,,20.0,25.0,,,12.0,23.0,,10.0,,6.0,7.0,15.0,24.0,,9.0,188.0,,331.0,18.0,3.0,686.0,62.0,41.0,,,4.0,8.0,10.0,5.0,,215.0,3.0,,,,60.0,11.0,,69.0,80.0,,9.0,14.0,36.0,,21.0,,643.0,11.0,365.0,42.0,96.0,78.0,,24.0,488.0,,18.0,,19.0,,,872.0,725.0,,,6.0,26.0,25.0,,236.0,282.0,,140.0,58.0,9.0,4.0,438.0,19.0,101.0,,12.0,,,5.0,44.0,7.0,71.0,3.0,6.0,13.0,7.0,16.0,7.0,4.0,,152.0,5.0,269.0,7.0,87.0,1798.0,356.0,20.0,71.0,,,8.0,816.0,594.0,3.0,15.0,,,6.0,,,57.0,39.0,,5.0,66.0,46.0,5.0,,3.0,169.0,51.0,6.0,1.0,,,,27.0,,3.0,2.0,4.0,182.0,,96.0,,,182.0,13.0,,,971.0,7.0,,11.0,,5.0,752.0,4.0,,3.0,,21.0,8.0,,25.0,10.0,451.0,,2157.0,97.0,304.0,21.0,,9.0,,39.0,82.0,,12.0,355.0,,,4.0,3.0,,60.0,,322.0,,1.0,27.0,65.0,698.0,36.0,4.0,,188.0,18.0,,32.0,16.0,7.0,4.0,6.0,,20.0,19.0,828.0,,44.0,,,6.0,,,562.0,34.0,1119.0,5.0,,,16.0,51.0,9.0,177.0,,2.0,59.0,95.0,2.0,,53.0,2.0,,33.0,,1364.0,102.0,,250.0,16.0,57.0,63.0,12.0,27.0,34.0,,7.0,,10.0,,37534.0
Walthamstow Central,,11.0,20.0,132.0,131.0,,7.0,2.0,,118.0,32.0,16.0,15.0,170.0,40.0,775.0,144.0,,,32.0,11.0,,,11.0,35.0,51.0,127.0,151.0,498.0,,211.0,59.0,9.0,19.0,,33.0,8.0,,57.0,,38.0,,,,,8.0,,,50.0,,24.0,,90.0,204.0,420.0,169.0,86.0,25.0,7.0,,,,25.0,187.0,93.0,,,,15.0,16.0,5.0,28.0,,,20.0,21.0,45.0,5.0,21.0,11.0,67.0,,,3.0,,,,,12.0,19.0,,45.0,,,,,16.0,35.0,10.0,65.0,17.0,17.0,36.0,,20.0,5.0,9.0,87.0,,93.0,5.0,,128.0,,,,212.0,119.0,,305.0,21.0,55.0,33.0,179.0,,,42.0,,,,56.0,25.0,7.0,93.0,,,,100.0,246.0,11.0,,43.0,,53.0,25.0,,,125.0,30.0,,15.0,23.0,,,13.0,28.0,,9.0,,5.0,6.0,14.0,22.0,,10.0,57.0,39.0,384.0,14.0,4.0,248.0,27.0,51.0,36.0,,,6.0,8.0,4.0,,37.0,3.0,,,,24.0,9.0,,,51.0,,,10.0,35.0,,14.0,,386.0,13.0,79.0,28.0,26.0,28.0,,17.0,113.0,,,,,,,693.0,341.0,,42.0,,16.0,44.0,,125.0,78.0,,62.0,85.0,9.0,,330.0,15.0,52.0,,13.0,,,,29.0,,75.0,3.0,6.0,9.0,6.0,19.0,9.0,6.0,,60.0,8.0,218.0,5.0,40.0,390.0,189.0,14.0,29.0,,,6.0,153.0,64.0,4.0,,,,7.0,,,26.0,29.0,,6.0,28.0,21.0,6.0,15.0,,51.0,40.0,7.0,,,,,16.0,,3.0,2.0,5.0,85.0,,463.0,,,87.0,7.0,,,88.0,,13.0,7.0,,5.0,135.0,,,3.0,,15.0,,,14.0,16.0,137.0,97.0,144.0,55.0,185.0,10.0,,11.0,,45.0,26.0,27.0,11.0,521.0,,,4.0,3.0,,42.0,,99.0,,,16.0,41.0,207.0,271.0,4.0,,132.0,12.0,,17.0,28.0,,,13.0,,29.0,25.0,140.0,276.0,,,,,,,207.0,20.0,247.0,7.0,,,17.0,57.0,6.0,57.0,,2.0,,88.0,2.0,,18.0,,,21.0,,168.0,55.0,,227.0,17.0,51.0,42.0,7.0,46.0,21.0,124.0,,,9.0,,17494.0
Walthamstow Queens Road,,,,,,,,,,,,,,,,,,94.0,,,,,,,,,,,341.0,,,,,,,,,,,,,10.0,12.0,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,32.0,,,,,,27.0,,,,,,,,37.0,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,17.0,,18.0,,,,,,,,,,,,,,,,,,63.0,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,20.0,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,32.0,,,,,,,11.0,,,1001.0
Wandsworth Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,130.0,73.0,,,,,,,,,,,,,,,,,4.0,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,2.0,,,,,7.0,,,,20.0,,,,5.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,7.0,,,,,,,,,,,,2.0,,,,,,,,,,24.0,,36.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,34.0,4.0,,,,,,,,,,,,,,42.0,,13.0,,,,,,,,,,617.0
Wanstead,,,,15.0,17.0,,,,,13.0,3.0,1.0,,17.0,5.0,87.0,16.0,13.0,2.0,4.0,,,,1.0,4.0,7.0,13.0,17.0,,,23.0,7.0,,,,5.0,,,7.0,,7.0,,,,1.0,,,,4.0,,,,9.0,30.0,83.0,37.0,10.0,,,,,,3.0,21.0,11.0,,,1.0,,,,3.0,,,2.0,3.0,,,2.0,,7.0,,,,,,,,1.0,2.0,,,3.0,,,,,4.0,,8.0,2.0,2.0,7.0,,2.0,,,9.0,,11.0,,,15.0,,,1.0,21.0,12.0,2.0,35.0,2.0,5.0,,11.0,,,5.0,,11.0,,7.0,,,10.0,,,1.0,10.0,28.0,,,5.0,,,,,2.0,15.0,3.0,,,,,,1.0,,,,,,1.0,2.0,2.0,,,6.0,,37.0,2.0,,27.0,3.0,4.0,,,1.0,,,,,4.0,,,,,3.0,,,,5.0,,,1.0,3.0,,,,38.0,1.0,9.0,,3.0,3.0,,,13.0,,17.0,,42.0,,,77.0,39.0,,,3.0,,,,14.0,8.0,,6.0,14.0,,,37.0,2.0,5.0,,,,,5.0,3.0,,15.0,,,,,2.0,,,,7.0,,25.0,1.0,5.0,42.0,20.0,,,,,,17.0,8.0,,5.0,,,,,,3.0,3.0,,,3.0,,,,11.0,5.0,4.0,,1.0,,,,,,,,,9.0,,13.0,,,10.0,,,,10.0,,,,,,16.0,,,,,,7.0,,,,16.0,,17.0,6.0,21.0,,,,,7.0,3.0,,,167.0,,,,,,4.0,,11.0,,,2.0,5.0,23.0,,,,17.0,1.0,,2.0,2.0,2.0,,2.0,,6.0,3.0,17.0,32.0,,,,,,,21.0,2.0,28.0,,,,,5.0,,7.0,,,21.0,7.0,,,2.0,,,,,20.0,6.0,,35.0,1.0,5.0,5.0,,4.0,,,5.0,,,,1986.0
Wanstead Park,,,,,,,,,,,,,,,,,,194.0,,,,,,,,,,,64.0,,,,,,,,,,,,,7.0,8.0,,,,3.0,,,,,27.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,8.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,8.0,,,,,,,,13.0,,,,,,,,,,,,,19.0,,,,,,20.0,,,,,,,,23.0,,,,10.0,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,10.0,12.0,,11.0,,,,,,,,,,,,,,,,,,31.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,13.0,,,6.0,,,,,,,,13.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,43.0,,,,,,,,,,,8.0,,,,,,,36.0,,,,,,,,,,11.0,,,22.0,,,,,9.0,,48.0,,,766.0
Wapping,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,6.0,,9.0,,467.0,,,,4.0,,,,,,,,,,,,,,,5.0,9.0,,,,,,,,,,,2.0,,,,,,8.0,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,5.0,,,,,,6.0,7.0,,5.0,8.0,,,,6.0,,,,,,,,,,,,,,,,,,53.0,,,,,,6.0,2.0,,,,,16.0,,,,4.0,,,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,13.0,,,,,,,,,,,,1.0,,,,,,,,,,8.0,1.0,,,,,,,,,,,,,8.0,,,,,,,,,,,,39.0,,,,,,,,,,222.0,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,11.0,4.0,,,,,,,,,,,,,,181.0,,6.0,,,,,,,,,,1247.0
Warren Street,,,1.0,8.0,7.0,,0.0,0.0,,18.0,3.0,1.0,1.0,25.0,2.0,57.0,13.0,2.0,0.0,2.0,1.0,,,0.0,4.0,3.0,4.0,14.0,2.0,,57.0,4.0,0.0,1.0,,1.0,1.0,,3.0,,1.0,,,,0.0,0.0,,,4.0,,,,20.0,11.0,20.0,6.0,6.0,,0.0,,,0.0,4.0,29.0,18.0,0.0,,0.0,,1.0,0.0,2.0,,,1.0,1.0,,0.0,1.0,1.0,13.0,,,0.0,,,,,0.0,0.0,,,0.0,,,,1.0,2.0,1.0,6.0,1.0,1.0,1.0,,1.0,0.0,0.0,10.0,,8.0,0.0,,21.0,,,0.0,159.0,19.0,0.0,33.0,1.0,3.0,,7.0,,,3.0,,0.0,,6.0,2.0,0.0,78.0,,,0.0,13.0,53.0,1.0,,2.0,,,,,0.0,9.0,3.0,,1.0,1.0,,,1.0,1.0,,0.0,,0.0,0.0,1.0,1.0,,0.0,5.0,,27.0,1.0,0.0,51.0,3.0,3.0,,,0.0,0.0,0.0,0.0,,6.0,0.0,,,,2.0,1.0,,2.0,7.0,,0.0,0.0,2.0,,1.0,,99.0,1.0,11.0,2.0,3.0,4.0,,1.0,28.0,,1.0,,1.0,,,43.0,24.0,,,0.0,1.0,2.0,,9.0,15.0,,8.0,3.0,1.0,0.0,23.0,1.0,16.0,,1.0,,,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,6.0,0.0,18.0,0.0,3.0,153.0,19.0,1.0,2.0,,,0.0,33.0,7.0,0.0,1.0,,,0.0,,,2.0,2.0,,0.0,3.0,1.0,0.0,,0.0,11.0,2.0,0.0,0.0,,,,1.0,,0.0,0.0,0.0,14.0,,6.0,,,8.0,0.0,,,10.0,0.0,,0.0,,0.0,15.0,0.0,,0.0,,1.0,0.0,,1.0,1.0,13.0,,17.0,5.0,18.0,1.0,,0.0,,2.0,2.0,,1.0,16.0,,,0.0,0.0,,3.0,,12.0,,0.0,1.0,2.0,78.0,2.0,0.0,,8.0,1.0,,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,13.0,39.0,2.0,,,0.0,,,,2.0,31.0,0.0,,,1.0,2.0,0.0,5.0,,0.0,3.0,5.0,0.0,,1.0,0.0,,2.0,,22.0,4.0,,12.0,1.0,3.0,2.0,0.0,2.0,1.0,,0.0,,1.0,,1901.0
